Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Random Item Generation By Treasure Level 1 - 6						Notes		
505	item236	Moon Strike	20000	armor	Plate	40	80	Artifact	20	Artifact	22	0	0	0	0							(Immunity to disease, insanity, paralysis, poison, sleep, and stone conditions, Endurance +25) Rumors says that in the age of Silence moon crushed and some piecies falls the ground. Some masters found thm and made very rare items from them. One of theese items was Moon Strike, perfect armor ever been crafted. It protects his user from everything exept death.		
506	item223	Splitter	20000	Missile	Axe	4d12	22	Artifact	20	Artifact	7	0	0	16	80							(Explosive impact, Fire Resistance +50) Though powerful, Splitter is never wielded by a single owner for long.  The blade gives off great blasts of fire when struck, and the magical protection against fire the weapon offers isn't enough to completely shield a user from the blast.		
507	item226	Ghoulsbane	20000	Weapon2	Axe	4d10	30	Artifact	20	Artifact	8	0	0	37	142							(Undead slaying, Immunity to paralysis, 3-18 fire damage) Ghoulsbane was commissioned by the Church of the Sun more than 150 years ago as part of their effort to destroy the ever growing population of undead created by the Church of the Moon.  Though powerful, it is only one weapon, and the undead are legion.  The Church of the Sun fell in 1083 A.S.		
508	item225	The Slayer	20000	Missile	Spear	7d9	35	Artifact	20	Artifact	9	0	0	5	120							(Undead slaying, Dragon slaying, Demon slaying) A humorless weapon, to say the least, The Slayer was forged by Judicia the Virile to help end the Age of Monsters, and promote the Age of Man.  A noble idea, but one that hasn't worked out very well.  The Slayer often goes missing for years, only to be rediscovered in some dragon's hoard by ambitious adventurers.  The power of the weapon often inspires such adventurers to move the weapon to another dragon hoard, where it once again goes missing for years.		
509	item227	Charele	20000	Weapon1or2	Spear	6d10	38	Artifact	20	Artifact	11	0	0	13	120							"Built at the behest of Hareck I during the formation of the Regnan ""Empire"", Charele was named after his wife, Queen Charele.  It was left in Regna's only Erathian outpost during the chaos following Hareck's poisoning death in 590 A.S."		
510	item228	Heartbreaker	20000	Missile	Bow	5d11	26	Artifact	20	Artifact	12	0	0	12	40							(Accuracy +50, 9-12 water damage) The Archer's dream.  Heartbreaker requires no arrows, firing bolts of ice formed when the string is drawn back.  Its origins are unknown, but the style suggests Elvish make.		
511	item244	Hands of the Master	20000	Gauntlets	Misc	6	18	Artifact	20	Artifact	30	0	0	0	0							(Unarmed skill +10, Dodging skill +10) The Hands of the Master are meant for Monks, but a few Thieves have put them to use with excellent results.  Most of the owners have gone on to fame and fortune, but the last one obviously didn't do so well.		
512	item312	Seven League Boots	20000	Boots	Misc	4	26	Artifact	20	Artifact	31	0	0	0	0							(Speed +40, of Water Magic) So named for their boost to their wearer's reflexes and pace, the Boots true function is to ease the use of Water Magic in order to speed travel.  Anyone using the boots is destined for greatness, but not necessarily honor.  Much mischief can be attributed to previous owners of these boots.		
513	item325	Treasure Chest	150000	0	Misc	0	0	Relic	0	Treasure Chest	0	0	0	0	0							Rare Treasure Chest. It was hidden by regnan pirates many years ago. There are four of them exist and you've just found one! It costs alot. You can try to sell it to a merchant. Such treasuries are often used like decorations for weapon, armor or jewelry.		
514	item232	Mash	20000	Weapon	Mace	9d9	36	Relic	30	Relic	16	0	0	2	108							(Might +150, Intellect -40, Personality -40, Speed -40) It is said that Mash was the answer to the First Ogre's prayer to the Gods for a weapon that would make it stronger than anything else.  Annoyed, the Gods cursed the First Ogre with Mash, and all Ogres have since borne the mark of that act--strong, but slow, dull, and stupid.  In any event, Mash is yours now.		
515	item325	Treasure Chest	150000	0	Misc	0	0	Relic	0	Treasure Chest	0	0	0	0	0							Rare Treasure Chest. It was hidden by regnan pirates many years ago. There are four of them exist and you've just found one! It costs alot. You can try to sell it to a merchant. Such treasuries are often used like decorations for weapon, armor or jewelry.		
516	item234	Dark Soul	30000	Armor	Leather	8	52	Relic	30	Relic	20	0	0	0	0							(Stealing skill +5, Disarm skill +5, Water Walking, Luck +50, All Resistances -10)This leather armor made of strange black leather material but has got strange white spots on the chest. The nature of this spots are unnatural and cannot clean them from the suit.		
517	item325	Treasure Chest	150000	0	Misc	0	0	Relic	0	Treasure Chest	0	0	0	0	0							Rare Treasure Chest. It was hidden by regnan pirates many years ago. There are four of them exist and you've just found one! It costs alot. You can try to sell it to a merchant. Such treasuries are often used like decorations for weapon, armor or jewelry.		
518	item224	Amuck	30000	Weapon2	Axe	5d15	22	Relic	30	Relic	8	0	0	24	114							(Might +100, Endurance +100, Armor Class -15) The original name of Amuck has been lost in time, but the blade retains a magically keen edge and all of its original power.  Fantastic strength and vitality are conferred upon the owner at the expense of a proper sense of fear.  Wielders of Amuck don't much bother dodging blows in battle.		
519	item237	Sunshine	30000	Shield	Shield	12	36	Relic	30	Relic	23	0	0	43	80							(Of Spirit Magic, Shield skill +5, Body Resistance -10, Mind Resistance -10) One of five such shields known to exist, the Sunshine was built during the Time of Wonders.  It was especially tuned to promote Spirit magic, but that same attunement leaves the wielder somewhat open to Mind and Body based attacks.		
520	item238	Eclipse	30000	Shield	Shield	8	32	Relic	30	Relic	23	0	0	43	64							(Immunity to stone condition, Half damage from missile attacks, Endurance +50, Earth Resistance -30) This wonderful shield has got perfect dark ornament, so perfect that it has got no reflections! Even a daylight is consumed by it. So it will consume even a half of all incoming damage such as arrows.		
521	item239	Rune Sunn	30000	Helm	Misc	4	24	Relic	30	Relic	25	0	0	0	0							(Of Light Magic, Personality +15, Might +15, Luck -40, Good)This rune was created by the Light Priests for celebration of the Sun. That why it called Sunn. This rune contains power of light and goodness.		
522	item240	Rune Mem	30000	Helm	Misc	2	2	Relic	30	Relic	26	0	0	0	0							(Learning skill +15, Endurance -50) This rune was a relic of the Sandro who wanted to know everything. Noone know what happen to this warlock. Someone thinks that he died, someone think that he joined to the necromancers and became a lich. With this rune you will obtain knowledge more faster. Rune Mem contains power of memory.  		
523	item241	Rune Pyrr	30000	Helm	Misc	2	4	Relic	30	Relic	27	0	0	0	0							(Of Fire Magic, Water Resistance +50, Personality +30, Armor Class -20) Rune of the Fire Lord. Powerfull Fire Lord crafted this rune to became a supreme master of the elements, especially fire. Thats pity but he was traped insude his own creation. When you hold Pyr - you can feel it's warmth. This rune contain power of infernal flames.		
524	item324	Titan's Belt	30000	Belt	Misc	10	10	Relic	30	Relic	28	0	0	0	0							(Might +75, Speed -40) Like so many similar items, the Titan's Belt increases the might of its wearer at the expense of speed.  The only difference with this relic is the magnitude of the trade off.		
525	item325	Treasure Chest	150000	0	Misc	0	0	Relic	0	Treasure Chest	0	0	0	0	0							Rare Treasure Chest. It was hidden by regnan pirates many years ago. There are four of them exist and you've just found one! It costs alot. You can try to sell it to a merchant. Such treasuries are often used like decorations for weapon, armor or jewelry.		
526	item229	Goldy	30000	Bow	Bow	4d6	18	Relic	30	Relic	13	0	0	17	30							(Accuracy +150, Bow skill +5, Armor Class -25) Master smith Evans Gladmoore named this bow after his only daughter with golden hair Goldy, calling it his second best creation ever.  Archers using this bow rarely miss their targets, but their concentration and slow, careful movements make them easy targets in turn.		
527	item230	Justice	30000	Weapon	Mace	9d8	33	Relic	30	Relic	14	0	0	40	90							(Undead slaying, of Mind magic, of Body magic, -40 Speed, Good) Forged in the halcyon days at the beginning of the Church of the Sun, Justice is a powerful weapon for Good.  At the cost of a speed, Justice is one of the mightiest relics a Paladin or Cleric can wield for the Path of Light.		
528	item231	Mekorig's Hammer	30000	Weapon	Mace	5d5	32	Relic	30	Relic	15	0	0	22	100							(Of Spirit magic, Might +75, Air Resistance -50) This is the very hammer the great Mekorig the Blind used to turn out so much of the world's finest enchanted equipment during his many years as Master of the Mekorig Foundry.  The hammer's connection to the elements leaves the wielder vulnerable to elemental magic, but it is a small price to pay for the enhanced Self ability and Might the hammer provides.		
529	item281	Hermes' Sandals	30000	Boots	Misc	4	36	Artifact	0	Sandals	114	0	0	0	0							(+100 Speed, +50 Accuracy, +50 Air Resistance, Regenerate HP, Regenerate SP, Feather Falling) Rumored to be the footwear of a god, the winged sandals confer enormous power on the wearer.		
530	item330	Cloak of the Sheep	15000	Cloak	Misc	2	18	Artifact	0	Cloak	29	0	0	0	0							(Immunity to disease, insanity, paralysis, poison, sleep, and stone conditions, Intellect -20, Personality -20) The cloak worn by the High Priest of Baa, though useful it seems to sap the will of the wearer slowly away.		
531	item008	Elfbane	15000	Weapon	Sword	9d8	24	Artifact	0	Two-Handed Sword	2	0	0	22	139							(Of Shielding, Elf Slayer, Orc) This sword was created by the goblins for their Chief at the time, Grogar.  Unfortunately, the goblins lost the war and Elfbane was lost for quite some time.  Enchanted to both slay elves, and protect its wielder from arrows, Elfbane truly lives up to its name.  A curious side effect of the enchantment renders the weapon unusable by all but a goblin.		
532	item093	Mind's Eye	15000	Helm	Misc	4	16	Artifact	0	Helm	25	0	0	0	0							(+15 Intellect, +15 Personality, Regenerate SP, Human or Drow) Mind's Eye was created by Mekorig for the Great Druid, Larette Weisman.  While enhancing both intellect and personality, Mind's Eye regenerates the wearer's mana and also provides head protection.  Unfortunately, Mind's Eye will only fit on the head of a human.		
533	item073	Elven Chainmail	15000	Armor	Chain	20	40	Artifact	0	Chain Mail	21	0	0	0	0							(of Recovery, +15 Speed, +15 Accuracy, High Elf) Elven chainmail was more common before the wars against the humans and the goblins.  Centuries of combat combined with the degradation of armorsmithing skills have reduced the number of sets of Elven Chainmail to almost none.  The effect of using lighter materials and custom designing the armor to only fit elves grants the wearer more freedom of movement, allowing faster, more accurate attacks.		
534	item113	Forge Gauntlets	15000	Gauntlets	Misc	4	16	Artifact	0	Gauntlets	30	0	0	0	0							(+30 Fire Resistance, +15 Might, +15 Endurance, Drake) Forge Gauntlets were created by Mekorig for his assistants to aid them in helping him.  Extending the already amazing dwarven might and endurance, the gauntlets also grant exceptional resistance to fire-- necessary in a forge as hot as Mekorig's.		
535	item104	Hero's Belt	15000	Belt	Misc	5	10	Artifact	0	Belt	28	0	0	0	0							(+5 Armsmaster skill, +15 Might, Regenerate HP, Male) Designed for Saint Perci, this belt confers martial prowess, exceptional strength, and regeneration.  Saint Perci used the belt quite extensively, but even with its help he wasn't able to stave off death at the hands of the Wromthrax the dragon.		
536	item129	Lady's Escort	15000	Ring	Misc	0	0	Artifact	0	Ring	32	0	0	0	0							(Water walking, Feather falling, of Protection, Female) A magical 'escort' designed by the mage Terrax for one of his female friends who had to travel quite far to reach him.  The ring protects the wearer from elements, falling, and drowning.  Unfortunately, she traveled to Erathia and the ring disappeared soon after.		
537	item134	Clanker's Amulet	15000	Amulet	Misc	0	0	Special	0	Amulet	33	of Alchemy	15	0	0							A mighty tool for alchemists, this amulet was the secret to Clanker's success.  		
538	item013	Lieutenant's Cutlass	1500	Weapon	Sword	3d5	20	Special	0	Cutlass	4	of The Dragon	0	0	109							A fine steel weapon, this cutlass is sharpened and ready for action.		
539	item133	Medusa's Mirror	5000	Amulet	Misc	0	0	Special	0	Amulet	33	of the Medusa	0	0	0							The user of this mirror is completely immune to stoning effects.  Would have been nice to have this earlier.  		
540	item019	Lady Carmine's Dagger	1500	Missile	Dagger	7d8	18	Special	0	Throwing Dagger	5	Assassins'	0	9	75							Nicks and scratches on this nasty blade show that it has seen plenty of action.  		
541	item005	Villain's Blade	2000	Weapon	Sword	6d8	24	Special	0	Sword	1	Vampiric	0	10	142							William Setag would frequently slay prisoners with this blade to heal his own minor cuts and bruises.  The weapon is cold to the touch, and tingles in your hand.		
542	item045	The Perfect Bow	400	Missile	Bow	5d2	12	Special	0	Bow	12	0	0	12	40							Quest Item:  Although of high quality, this bow doesn't seem to perform nearly as well as it should.  The string is too hard to pull back, it doesn't remain steady enough while aiming, and it seems a little off-balance.		
543	item045	The Perfect Bow	4000	Missile	Bow	7d9	36	Special	0	Bow	12	0	0	12	40							This bow seems to know its wielder's strength and adjusts itself accordingly.  You never have to struggle to pull the string back, and it's always easy to hold your shot until you're ready to fire.  Dozens of small advantages like this in the design of the bow make for the finest weapon of its type you have ever seen.		
544	item344	Shadow's Mask	2000	Helm	Misc	4	20	Special	0	Helm	25	Thieves'	0	0	0							A mask designed to hide the identity of the wearer, it has also been magically enhanced to offer good protection and to aid thiefly pursuits.		
545	item128	Ghost Ring	2500	Ring	Misc	0	0	Special	0	Ring	32	of Spirit Magic	0	0	0							An odd ring that feels strangely warm to the touch.  It enhances the wearers connection to the spirit.		
546	item127	Faerie Ring	2500	Ring	Misc	0	0	Special	0	Ring	32	of Air Magic	0	0	0							A rare and very powerful ring made by Faeries.  Few mortals ever see such as this!		
547	item347	Sun Cloak	2500	Cloak	Misc	2	20	Special	0	Cloak	29	of Light Magic	0	0	0							This cloak signifies the highest rank attainable by a Priest of the Sun.  No more than nine of these cloaks were ever made--one for each member of the High Council of the Sun.		
548	item348	Moon Cloak	2500	Cloak	Misc	2	20	Special	0	Cloak	29	of Dark Magic	0	0	0							This cloak signifies the highest rank attainable by a Priest of the Moon.  No more than nine of these cloaks were ever made--one for each member of the High Council of the Moon.		
549	item030	Zokarr's Axe	2500	Weapon2	Axe	3d7	26	Special	0	Two-Handed Axe	8	of Earth Magic	0	20	170							The family heirloom of the Zokarr monarchs.  This weapon grants the wielder a greater affinity with earth magic.		
550	item350	Vampire's Cape	2500	Cloak	Misc	2	16	Special	0	Cloak	29	of the Moon	0	0	0							Small wonder such a cloak as this would be found on a vampire.  The cloak prevents sunlight from reaching the body, but is unable to protect the face.		
551	item027	Minotaur's Axe	2500	Weapon	Axe	6d8	24	Special	0	Axe	7	of Might	25	28	100							A fine trophy!  The axe is made for a Minotaur and is very heavy, but the magical strength it imparts makes it easy to use for anyone.		
552	item013	Grognard's Cutlass	1000	Weapon	Sword	6d8	12	Special	0	Cutlass	4	Elf Slaying	0	0	109							A finely crafted and specially enchanted goblin weapon.  Though originally crafted to slay elves, this weapon does a perfectly good job on members of the other races.		
553	item129	Watcher's Ring of Elemental Earth 	10000	Ring	Misc	0	0	Special	0	Ring	32	of Earth Magic	0	0	0							Forged in The Beginnings by the Watchers, this ring binds the wearer to the plain of Earth, granting enhanced focus while casting earth spells.		
554	item236	SBG's Blessed Plate	100000	armor	Plate	40	40	9	0	Plate Armor	22	0	0	0	0							This is the legendary armor of Sir Big Daddy Jim, blessed by the Saints of Selinas. Special Attribute - Invisible when equipped.		
555	item092	SBGs Blessed Helm	100000	Helm	Misc	4	20	6	0	Helm	25	0	0	0	-3							This is the legendary helmet of Sir Big Daddy Jim, blessed by the Saints of Selinas. Special Attribute - Invisible when equipped.		.
556	item104	SBG's Blessed Belt	100000	Belt	Misc	0	0	3	0	Belt	28	0	0	0	0							This is the legendary belt of Sir Big Daddy Jim, blessed by the Saints of Selinas.  Special Attribute - Invisible when equipped.		
557	item114	SBG's Blessed Gauntlets	100000	Gauntlets	Misc	6	18	6	0	Gauntlets	30	0	0	0	0							These are the legendary gauntlets of Sir Big Daddy Jim, blessed by the Saints of Selinas.		
558	item109	SBG's Blessed Cloak	100000	Cloak	Misc	4	20	2	0	Cloak	29	of The Troll	0	0	0							This is the legendary cloak of Sir Big Daddy Jim, blessed by the Saints of Selinas.  Special Attribute - Invisible when equipped.		
559	item129	Watcher's Ring of Elemental Water	10000	Ring	Misc	0	0	Special	0	Ring	32	of Water Magic	0	0	0							Forged in The Beginnings by the Watchers, this ring binds the wearer to the plain of Water, granting enhanced focus while casting water spells.		
560	item129	Watcher's Ring of Elemental Fire	10000	Ring	Misc	0	0	Special	0	Ring	32	of Fire Magic	0	0	0							Forged in The Beginnings by the Watchers, this ring binds the wearer to the plain of Fire, granting enhanced focus while casting fire spells.		
561	item129	Watcher's Ring of Elemental Air	10000	Ring	Misc	0	0	Special	0	Ring	32	of Air Magic	0	0	0							Forged in The Beginnings by the Watchers, this ring binds the wearer to the plain of Air, granting enhanced focus while casting air spells.		
562	item129	Ring of UnWarding	0	Ring	Misc	0	0	Special	0	Ring	32	0	0	0	0							This ring is empowered to remove magical warding energies.		
563	item132	Talisman (broken)	0	Amulet	Misc	0	0	Special	0	Amulet	33	0	0	0	0							This broken talisman once held powerful magics.		
564	item132	Talisman (repaired)	0	Amulet	Misc	0	0	Special	0	Amulet	33	0	0	0	0							This  talisman radiates powerful magics warding against evil.		
565	item129	Watcher's Ring of Elemental Air	0	Ring	Misc	0	0	Special	0	Ring	32	0	0	0	0							The power in this ring is shielded by a Protection spell.		
566	item126	Modder's Precious	20000	Ring	Misc	0	0	Special	0	Ring	32	of The Phoenix	0	0	0							This set of rings was forged in the Depths of Research to honor all who venture along the path of the Modder		
567	item126	Modder's Precious	20000	Ring	Misc	0	0	Special	0	Ring	32	of The Unicorn	0	0	0							This set of rings was forged in the Depths of Research to honor all who venture along the path of the Modder		
568	null	_artifact568	0	0	0	0	0	0	0	_artifact568	0	0	0	0	0							Description here.		
569	null	_artifact569	0	0	0	0	0	0	0	_artifact569	0	0	0	0	0							Description here.		
570	item246	Magic of the Maestro	100000	Missile	Blaster	15d15	15	Relic	50	Strange Book	32	of Alchemy	50	100	40							This is a masterpiece of a creator! This book was presented for you by Maestro. Who knows what knowledge hidden there.		
571	null	_artifact571	0	0	0	0	0	0	0	_artifact571	0	0	0	0	0							Description here.		
572	null	_artifact572	0	0	0	0	0	0	0	_artifact572	0	0	0	0	0							Description here.		
573	null	_artifact573	0	0	0	0	0	0	0	_artifact573	0	0	0	0	0							Description here.		
574	null	_artifact574	0	0	0	0	0	0	0	_artifact574	0	0	0	0	0							Description here.		
575	null	_artifact575	0	0	0	0	0	0	0	_artifact575	0	0	0	0	0							Description here.		
576	null	_artifact576	0	0	0	0	0	0	0	_artifact576	0	0	0	0	0							Description here.		
577	null	_artifact577	0	0	0	0	0	0	0	_artifact577	0	0	0	0	0							Description here.		
578	null	_artifact578	0	0	0	0	0	0	0	_artifact578	0	0	0	0	0							Description here.		
579	null	_artifact579	0	0	0	0	0	0	0	_artifact579	0	0	0	0	0							Description here.		
580	null	_artifact580	0	0	0	0	0	0	0	_artifact580	0	0	0	0	0							Description here.		
581	null	_artifact581	0	0	0	0	0	0	0	_artifact581	0	0	0	0	0							Description here.		
582	null	_artifact582	0	0	0	0	0	0	0	_artifact582	0	0	0	0	0							Description here.		
583	null	_artifact583	0	0	0	0	0	0	0	_artifact583	0	0	0	0	0							Description here.		
584	null	_artifact584	0	0	0	0	0	0	0	_artifact584	0	0	0	0	0							Description here.		
585	null	_artifact585	0	0	0	0	0	0	0	_artifact585	0	0	0	0	0							Description here.		
586	null	_artifact586	0	0	0	0	0	0	0	_artifact586	0	0	0	0	0							Description here.		
587	null	_artifact587	0	0	0	0	0	0	0	_artifact587	0	0	0	0	0							Description here.		
588	null	_artifact588	0	0	0	0	0	0	0	_artifact588	0	0	0	0	0							Description here.		
589	null	_artifact589	0	0	0	0	0	0	0	_artifact589	0	0	0	0	0							Description here.		
590	null	_artifact590	0	0	0	0	0	0	0	_artifact590	0	0	0	0	0							Description here.		
591	null	_artifact591	0	0	0	0	0	0	0	_artifact591	0	0	0	0	0							Description here.		
592	null	_artifact592	0	0	0	0	0	0	0	_artifact592	0	0	0	0	0							Description here.		
593	null	_artifact593	0	0	0	0	0	0	0	_artifact593	0	0	0	0	0							Description here.		
594	null	_artifact594	0	0	0	0	0	0	0	_artifact594	0	0	0	0	0							Description here.		
595	null	_artifact595	0	0	0	0	0	0	0	_artifact595	0	0	0	0	0							Description here.		
596	null	_artifact596	0	0	0	0	0	0	0	_artifact596	0	0	0	0	0							Description here.		
597	null	_artifact597	0	0	0	0	0	0	0	_artifact597	0	0	0	0	0							Description here.		
598	null	_artifact598	0	0	0	0	0	0	0	_artifact598	0	0	0	0	0							Description here.		
599	null	_artifact599	0	0	0	0	0	0	0	_artifact599	0	0	0	0	0							Description here.		
600	item297	Heart of the Wood	0	N / A	Misc	0	0	0	0	Gem	145	0	0	0	0							Quest Item:  A jewel like none you have ever seen.		
601	item259	Lich Jar	0	0	0	0	0	0	0	Jar	92	0	0	0	0							Quest Item:  A jar holding your physical and spiritual essence.  Don't lose the jar.		
602	item351	Case of Soul Jars	0	N / A	Misc	0	0	0	0	Case of Jars	134	0	0	0	0							Quest Item:  A rosewood case lovingly crafted to contain a set of Lich Jars.  This case appears to be full.		
603	item247	Parson's Quill	0	N / A	Misc	0	0	3	0	Quill	81	0	0	0	0							Quest Item:  King Parson's hand employed this quill to sign the treaty ending the first Timber War.		
604	item299	Wetsuit	0	N / A	Misc	0	0	3	0	Strange Suit	133	0	0	0	0							Quest Item:  This environmental suit handles not only respiration, but protection from the extreme pressure of deep sea diving.  It does not look like any other items may be worn while wearing the suit.  You must remove ALL equipment to wear the suit.		
605	item362	Oscillation Overthruster	0	N / A	Misc	0	0	3	0	Ancient Part	147	0	0	0	0							Quest Item:  This device has no visible symbols or parts.  Why it is so valuable is beyond your comprehension.		
606	item250	Signet Ring	0	N / A	Misc	0	0	2	0	Ring	83	0	0	0	0							Quest Item:  A highly stylized 'D' and 'P' intertwined by a snake with a crown above its head are engraved into the face of this ring.  This must certainly be Davrick's.		
607	item251	Letter from Johann Kerrid to the Faerie King	0	N / A	Misc	0	0	4	0	Letter	84	0	0	0	0							Quest Item:  A letter from Johann Kerrid to the Faerie King.  Opening a sealed letter is in the poorest of taste, and would be frowned upon by both parties.		
608	item252	Sealed Letter 2	0	N / A	Misc	0	0	4	0	Letter	84	0	0	0	0							A sealed letter.		
609	item253	Sealed Letter 3	4000	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							A sealed letter.		
610	item254	Sealed Letter 4	1000	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							A sealed letter.		
611	item255	Sealed Letter 5	1200	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							A sealed letter.		
612	item256	Sealed Letter 6	2200	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							A sealed letter.		
613	item257	Sealed Letter 7	1400	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							A sealed letter.		
614	item258	Letter from Norbert Thrush to Lord Markham	1600	N / A	Misc	0	0	5	0	Letter	84	0	0	0	0							Quest Item:  A letter from Norbert Thrush to Lord Markham.  Opening a sealed letter is in the poorest of taste, and would be frowned upon by both parties.		
615	item294	Lich Jar	1800	N / A	Misc	0	0	5	0	Jar	148	0	0	0	0							Quest Item:  Empty Jar		
616	item260	Genie Lamp	2000	N / A	Misc	0	0	5	0	Lamp	93	0	0	0	0							The genies captured in these lamps will usually reward those who set them free, though sometimes they take cruel delight in punishing the first living beings they encounter.  To use the genie lamp, pick the lamp up and left-click over the picture of your character in the inventory screen.		
617	item261	Knight Statuette	2500	N / A	Misc	0	0	5	0	Statuette	94	0	0	0	0							Quest Item:  A small statuette of a knightly figure.  The statuette seems to radiate a faint magic.		14
618	item262	Eagle Statuette	3000	N / A	Misc	0	0	5	0	Statuette	95	0	0	0	0							Quest Item:  A small statuette of a proud eagle.  The statuette seems to radiate a faint magic.		13
619	item263	Angel Statuette	0	N / A	Misc	0	0	1	0	Statuette	96	0	0	0	0							Quest Item:  A small statuette of an angel.  The statuette seems to radiate a faint magic.		6
620	item365	Big Tapestry	0	N / A	Misc	0	0	3	0	Tapestry	146	0	0	0	0							A large tapestry, suitable for hanging in castles.		
621	item265	Angel Statue Painting	0	N / A	Misc	0	0	5	0	Painting	98	0	0	0	0							Quest Item:  A painting of the angel fountain in the courtyard of Castle Ironfist.		
622	item266	Archibald Ironfist Painting	0	N / A	Misc	0	0	5	0	Painting	99	0	0	0	0							Quest Item:  A painting of Archibald Ironfist just prior to his War of Succession in Enroth.		
623	item267	Roland Ironfist Painting	0	N / A	Misc	0	0	3	0	Painting	100	0	0	0	0							Quest Item:  A painting of Roland Ironfist just prior to the War of Succession in Enroth.		
624	item268	Vase	0	N / A	Misc	0	0	3	0	Vase	101	0	0	0	0							"Quest Item:  This small, porcelain vase has been etched with the inscription, ""To Lord Markham, for a great job in the war, Queen Catherine."""		
625	item269	Flower (Rose)	0	N / A	Misc	0	0	3	0	Flower	102	0	0	0	0							A red, red, rose.		
626	item270	Zokarr IV's Skull	0	N / A	Misc	0	0	3	0	Skull	103	0	0	0	0							Quest Item:  The skull of the old Dwarf King, Zokarr IV.  It doesn't look particularly impressive.		
627	item271	Thigh Bone	0	N / A	Misc	0	0	3	0	Bone	104	0	0	0	0							A human(?) thigh bone.		
628	item272	Haldar's Remains	0	N / A	Misc	0	0	6	0	Jar	105	0	0	0	0							Quest Item:  This strangely shaped jar resists all attempts to open or break.  Haldar apparently doesn't like to be disturbed. 		
629	item273	Elixir	0	N / A	Misc	0	0	6	0	Bottle	106	0	0	0	0							Quest Item:  A glowing elixir of obviously magical properties.		
630	item274	Red Delicious Apple	0	N / A	Misc	0	0	3	0	Apple	107	0	0	0	0							Apples like these are produced by trees saturated by magic-- usually in the elven lands of Avlee and the Tularean Forest, though not restricted to these areas.  To use the apple, pick the apple up and left-click over the picture of your character in the inventory screen.		
631	item275	Wealthy Hat	0	N / A	Misc	0	0	4	0	Hat	108	0	0	0	0							Quest Item: This hat appears to belong to a more affluent member of society, the feather is genuine and the construction is solid.  Unfortunately, it doesn't seem to fit.		
632	item277	Lute	0	N / A	Misc	0	0	4	0	Instrument	110	0	0	0	0							Quest Item: This lute has been masterfully crafted and lovingly maintained.  This instrument clearly belongs to a Bard.		
633	item276	Faerie Pipes	0	N / A	Misc	0	0	1	0	Instrument	109	0	0	0	0							"Quest Item:  Though finely crafted and deceptively simple-looking, these Pipes are quite difficult to play; they seem to have a mind of their own."		
634	item278	Gryphonheart's Trumpet	0	N / A	Misc	0	0	3	0	Instrument	111	0	0	0	0							Quest Item:  An artifact from a previous Elf/Human dispute, lost by Terrance Gryphonheart in a daring night-time raid by Elvish forces.  Rumor has it that no army that has fought on the side of this trumpet's music has ever been defeated.  Even if the rumor is false, it will certainly boost morale on either side.		
635	item279	Seashell	0	N / A	Misc	0	0	3	0	Seashell	112	0	0	0	0							Quest Item: Seashells this large are only found on the beaches of Emerald Island.  One of these might make a nice souvenir of your time here.		
636	Item280	Floor Tile (w/ moon insignia)	0	N / A	Misc	0	0	6	0	Tile	113	0	0	0	0							Quest Item: This tile was apparently part of the library in a Temple of the Moon.		
637	item281	Winged Sandals	0	Boots	Misc	0	0	3	0	Sandals	114	0	0	0	0							(+100 Speed, +50 Accuracy, +50 Air Resistance, Regenerate SP and HP over time, and Feather Falling) Rumored to be the footwear of a god, the winged sandals confer enormous power on the wearer.		
638	item282	Season's Stole	0	N / A	Misc	0	0	3	0	Scarf	115	0	0	0	0							Quest Item: The Seasons' Stole is worn by priests during seasonal festivities.  Though it doesn't have any direct power, most commonfolk believe it grants luck in the planting or harvest.		
639	item368	Golem chest	0	N / A	Misc	0	0	2	0	Golem part	116	0	0	0	0							Quest Item:  The broad torso of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
640	item369	Abbey Normal Golem Head	0	N / A	Misc	0	0	6	0	Golem part	117	0	0	0	0							Quest Item:  The dented head of a mighty golem.  It looks a little…strange.  It appears to require a bit of assembly before being fully functional.		
641	item370	Golem head	0	N / A	Misc	0	0	4	0	Golem part	118	0	0	0	0							Quest Item:  The proud head of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
642	item371	Golem left leg	0	N / A	Misc	0	0	2	0	Golem part	119	0	0	0	0							Quest Item:  The massive left leg of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
643	item372	Golem right leg	0	N / A	Misc	0	0	6	0	Golem part	120	0	0	0	0							Quest Item:  The massive right leg of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
644	item373	Golem right arm	0	N / A	Misc	0	0	1	0	Golem part	121	0	0	0	0							Quest Item:  The powerful right arm of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
645	item374	Golem left arm	0	N / A	Misc	0	0	5	0	Golem part	122	0	0	0	0							Quest Item:  The powerful left arm of a mighty golem.  It appears to require a bit of assembly before being fully functional.		
